ENSHGLG00000002435	4930453N24RIK
ENSHGLG00000010708	GOT2
ENSHGLG00000010709	TERF2
ENSHGLG00000010710	GGACT
ENSHGLG00000010711	DCSTAMP
ENSHGLG00000010712	CDPF1
ENSHGLG00000010715	TMEM231
ENSHGLG00000010716	FOSL2
ENSHGLG00000010717	WDR33
ENSHGLG00000010718	CYP2W1
ENSHGLG00000010719	DPM3
ENSHGLG00000010721	MEFV
ENSHGLG00000010723	PEBP1
ENSHGLG00000010724	MMP16
ENSHGLG00000010725	UPK3B
ENSHGLG00000010727	MYCL
ENSHGLG00000010728	GRN
ENSHGLG00000010729	DCAF15
ENSHGLG00000010731	ANKS3
ENSHGLG00000010732	ACSM5
ENSHGLG00000010733	CDKN1C
ENSHGLG00000010735	ASNA1
ENSHGLG00000010736	FBXO40
ENSHGLG00000010737	CADM4
ENSHGLG00000010738	PLCXD2
ENSHGLG00000010740	ALKBH2
ENSHGLG00000010743	CSF3R
ENSHGLG00000010746	RERGL
ENSHGLG00000010747	FBXO42
ENSHGLG00000010748	IL1RN
ENSHGLG00000010750	ALOX12
ENSHGLG00000010751	FIBCD1
ENSHGLG00000010752	ADAMTSL3
ENSHGLG00000010753	RIN1
ENSHGLG00000010755	RAB27B
ENSHGLG00000010756	GSTM3
ENSHGLG00000010757	PPIG
ENSHGLG00000010758	SHOC2
ENSHGLG00000010762	LRIG3
ENSHGLG00000010763	LMF2
ENSHGLG00000010765	KCNH5
ENSHGLG00000010766	LEMD3
ENSHGLG00000010768	TNFSF13
ENSHGLG00000010769	FBXL20
ENSHGLG00000010772	GINS3
ENSHGLG00000010775	CTCF
ENSHGLG00000010776	CD63
ENSHGLG00000010777	MRPL16
ENSHGLG00000010778	ASAP1
ENSHGLG00000010779	SECISBP2L
ENSHGLG00000010780	PYY
ENSHGLG00000010781	NECTIN4
ENSHGLG00000010782	KIF20B
ENSHGLG00000010783	IER5
ENSHGLG00000010786	TSPAN2
ENSHGLG00000010789	IL17RC
ENSHGLG00000010790	PDIK1L
ENSHGLG00000010792	MGAT4B
ENSHGLG00000010793	SOHLH2
ENSHGLG00000010796	FBXO3
ENSHGLG00000010798	NIN
ENSHGLG00000010799	SMOC1
ENSHGLG00000010803	PPP4C
ENSHGLG00000010806	METTL21A
ENSHGLG00000010807	SF3B2
ENSHGLG00000010809	SPRED1
ENSHGLG00000010810	LYRM7
ENSHGLG00000010811	CRKL
ENSHGLG00000010812	ALDOB
ENSHGLG00000010814	EXTL1
ENSHGLG00000010816	SDR42E1
ENSHGLG00000010819	ZNHIT3
ENSHGLG00000010820	ACSL5
ENSHGLG00000010823	MEIKIN
ENSHGLG00000010825	FAM189A1
ENSHGLG00000010826	ASS1
ENSHGLG00000010828	MRRF
ENSHGLG00000010829	ODF2L
ENSHGLG00000010830	ALDH2
ENSHGLG00000010831	PRR14
ENSHGLG00000010832	MAP1LC3B
ENSHGLG00000010836	GORASP2
ENSHGLG00000010838	CD19
ENSHGLG00000010839	TUBGCP6
ENSHGLG00000010840	PTPN22
ENSHGLG00000010842	CTSA
ENSHGLG00000010843	GABRB3
ENSHGLG00000010844	RGS19
ENSHGLG00000010845	PELI3
ENSHGLG00000010846	TMEM132C
ENSHGLG00000010849	CTBP2
ENSHGLG00000010850	SHANK3
ENSHGLG00000010851	CDH3
ENSHGLG00000010852	ADGRL4
ENSHGLG00000010853	RABGAP1
ENSHGLG00000010855	RPH3AL
ENSHGLG00000010856	CRNKL1
ENSHGLG00000010857	MYH8
ENSHGLG00000010858	S100A3
ENSHGLG00000010861	HOGA1
ENSHGLG00000010862	NIPBL
ENSHGLG00000010863	MRPL45
ENSHGLG00000010864	FBN1
ENSHGLG00000010867	DPF2
ENSHGLG00000010868	SVEP1
ENSHGLG00000010869	OAZ2
ENSHGLG00000010871	WDR11
ENSHGLG00000010872	RHBDL2
ENSHGLG00000010873	MRPS22
ENSHGLG00000010875	ASB1
ENSHGLG00000010877	TDRD1
ENSHGLG00000010878	RABEPK
ENSHGLG00000010880	RPL13
ENSHGLG00000010881	ENOX2
ENSHGLG00000010882	TMEM57
ENSHGLG00000010883	MAPKAPK5
ENSHGLG00000010884	GTPBP1
ENSHGLG00000010885	SUZ12
ENSHGLG00000010886	PARN
ENSHGLG00000010888	APP
ENSHGLG00000010889	PAX6
ENSHGLG00000010891	ALDH16A1
ENSHGLG00000010892	ZFYVE19
ENSHGLG00000010893	DLGAP3
ENSHGLG00000010894	MTOR
ENSHGLG00000010895	NFIB
ENSHGLG00000010896	STK40
ENSHGLG00000010897	PCNX3
ENSHGLG00000010899	RBM19
ENSHGLG00000010900	UPF1
ENSHGLG00000010901	RBPJ
ENSHGLG00000010903	KDM6B
ENSHGLG00000010904	USH1C
ENSHGLG00000010905	GFPT1
ENSHGLG00000010906	STAT3
ENSHGLG00000010907	EML6
ENSHGLG00000010909	TEAD1
ENSHGLG00000010910	UBA6
ENSHGLG00000010912	SRCIN1
ENSHGLG00000010915	SPATA2L
ENSHGLG00000010917	TRIM66
ENSHGLG00000010918	TMEM60
ENSHGLG00000010920	TMUB1
ENSHGLG00000010923	PXN
ENSHGLG00000010924	HLF
ENSHGLG00000010925	TXNDC16
ENSHGLG00000010926	PRC1
ENSHGLG00000010928	ACPP
ENSHGLG00000010931	IRF1
ENSHGLG00000010933	PGAP2
ENSHGLG00000010934	PIK3CB
ENSHGLG00000010935	BDH1
ENSHGLG00000010936	ANO4
ENSHGLG00000010937	TNFRSF1B
ENSHGLG00000010938	C1QL4
ENSHGLG00000010940	P2RX7
ENSHGLG00000010944	FICD
ENSHGLG00000010948	RAB19
ENSHGLG00000010949	KLHL40
ENSHGLG00000010953	CLPS
ENSHGLG00000010955	MYH10
ENSHGLG00000010956	SLC29A2
ENSHGLG00000010957	ATXN2L
ENSHGLG00000010959	AMOTL1
ENSHGLG00000010960	TIPARP
ENSHGLG00000010961	ADAP2
ENSHGLG00000010962	IQCF5
ENSHGLG00000010963	CMTM4
ENSHGLG00000010964	TTL
ENSHGLG00000010965	KBTBD2
ENSHGLG00000010967	TNFAIP8L3
ENSHGLG00000010968	TMEM215
ENSHGLG00000010969	MRI1
ENSHGLG00000010970	ARHGAP35
ENSHGLG00000010971	SMYD4
ENSHGLG00000010975	MFSD2A
ENSHGLG00000010976	TWISTNB
ENSHGLG00000010977	PLAA
ENSHGLG00000010980	SLC25A35
ENSHGLG00000010981	NCKIPSD
ENSHGLG00000010982	WDR59
ENSHGLG00000010983	ITGA6
ENSHGLG00000010986	GID4
ENSHGLG00000010987	BSDC1
ENSHGLG00000010989	CCDC62
ENSHGLG00000010991	NIT1
ENSHGLG00000010992	SLC15A4
ENSHGLG00000010994	TMEM150A
ENSHGLG00000010995	BTC
ENSHGLG00000010996	HINT1
ENSHGLG00000010997	TEX12
ENSHGLG00000011002	SYNPR
ENSHGLG00000011003	DFNB59
ENSHGLG00000011006	CCR10
ENSHGLG00000011008	APPL2
ENSHGLG00000011009	C1QA
ENSHGLG00000011012	MEGF11
ENSHGLG00000011014	ERCC3
ENSHGLG00000011016	AQP4
ENSHGLG00000011018	ACADVL
ENSHGLG00000011019	ELF5
ENSHGLG00000011021	LCT
ENSHGLG00000011022	CPPED1
ENSHGLG00000011025	ACER1
ENSHGLG00000011027	VSIG4
ENSHGLG00000011028	KPNA6
ENSHGLG00000011031	FANCG
ENSHGLG00000011032	GPRIN1
ENSHGLG00000011033	PPIL3
ENSHGLG00000011034	ACOT8
ENSHGLG00000011038	BZW2
ENSHGLG00000011040	KCNG1
ENSHGLG00000011043	FXYD7
ENSHGLG00000011044	ATP1B2
ENSHGLG00000011045	ALDH4A1
ENSHGLG00000011047	RNFT2
ENSHGLG00000011048	NUP85
ENSHGLG00000011049	FAM20B
ENSHGLG00000011050	OTOA
ENSHGLG00000011052	CSRNP1
ENSHGLG00000011053	SLC31A2
ENSHGLG00000011054	STX12
ENSHGLG00000011055	RBMX
ENSHGLG00000011056	CHEK2
ENSHGLG00000011057	PCCA
ENSHGLG00000011058	MPP3
ENSHGLG00000011060	DNMT3B
ENSHGLG00000011061	SLC22A15
ENSHGLG00000011062	KDR
ENSHGLG00000011063	RADIL
ENSHGLG00000011064	MAPT
ENSHGLG00000011065	WDR35
ENSHGLG00000011068	MAP3K4
ENSHGLG00000011070	CDKN2B
ENSHGLG00000011071	OMD
ENSHGLG00000011072	FAM174A
ENSHGLG00000011073	RBM18
ENSHGLG00000011074	ECT2
ENSHGLG00000011075	LLGL2
ENSHGLG00000011076	NR0B2
ENSHGLG00000011077	IP6K1
ENSHGLG00000011078	RIPK4
ENSHGLG00000011079	CAMKK2
ENSHGLG00000011080	BDKRB2
ENSHGLG00000011082	GFOD2
ENSHGLG00000011085	CTSK
ENSHGLG00000011086	SLC7A8
ENSHGLG00000011087	OIT3
ENSHGLG00000011089	GPHA2
ENSHGLG00000011092	PAQR4
ENSHGLG00000011094	MYLIP
ENSHGLG00000011097	CYTIP
ENSHGLG00000011098	SETDB1
ENSHGLG00000011099	ABHD16A
ENSHGLG00000011100	PPA1
ENSHGLG00000011101	ASPHD1
ENSHGLG00000011102	PTGER2
ENSHGLG00000011103	OGG1
ENSHGLG00000011104	MVB12B
ENSHGLG00000011106	GSK3B
ENSHGLG00000011108	SPARCL1
ENSHGLG00000011110	GTF3C5
ENSHGLG00000011111	ADPRH
ENSHGLG00000011112	PRICKLE2
ENSHGLG00000011116	CCDC68
ENSHGLG00000011117	PLAUR
ENSHGLG00000011118	DCDC2B
ENSHGLG00000011119	SLX4
ENSHGLG00000011120	SLC16A13
ENSHGLG00000011121	TMEM222
ENSHGLG00000011123	TMEM115
ENSHGLG00000011126	CST8
ENSHGLG00000011130	TRMT112
ENSHGLG00000011133	MAML3
ENSHGLG00000011134	TBX2
ENSHGLG00000011135	DERL2
ENSHGLG00000011136	VSTM2A
ENSHGLG00000011140	CLDN7
ENSHGLG00000011141	FAM171A1
ENSHGLG00000011142	LATS2
ENSHGLG00000011143	STOM
ENSHGLG00000011144	KCNQ3
ENSHGLG00000011145	CEP152
ENSHGLG00000011147	VPS36
ENSHGLG00000011148	ALOXE3
ENSHGLG00000011149	CTNS
ENSHGLG00000011150	ELP6
ENSHGLG00000011151	GALNT10
ENSHGLG00000011154	RUNX2
ENSHGLG00000011156	SLC45A4
ENSHGLG00000011157	SLC12A3
ENSHGLG00000011158	PIWIL1
ENSHGLG00000011159	SEZ6
ENSHGLG00000011162	PABPC4
ENSHGLG00000011163	ARHGEF11
ENSHGLG00000011164	FNBP1L
ENSHGLG00000011165	CACNB1
ENSHGLG00000011167	EPHB3
ENSHGLG00000011169	HSPA1L
ENSHGLG00000011170	PPP6C
ENSHGLG00000011171	GRB7
ENSHGLG00000011172	HTR7
ENSHGLG00000011174	NUTF2
ENSHGLG00000011175	SLC26A6
ENSHGLG00000011176	SERINC2
ENSHGLG00000011177	NME6
ENSHGLG00000011178	FAM172A
ENSHGLG00000011180	NSF
ENSHGLG00000011181	ARNTL
ENSHGLG00000011182	ZDHHC3
ENSHGLG00000011183	DIAPH1
ENSHGLG00000011184	ITGB5
ENSHGLG00000011186	RAB40B
ENSHGLG00000011187	SLC50A1
ENSHGLG00000011190	ACD
ENSHGLG00000011192	GPS2
ENSHGLG00000011193	PITHD1
ENSHGLG00000011195	GJC1
ENSHGLG00000011197	CMTM3
ENSHGLG00000011201	FGFR2
ENSHGLG00000011203	GPR22
ENSHGLG00000011204	CCL22
ENSHGLG00000011205	EMC6
ENSHGLG00000011206	UBE2L6
ENSHGLG00000011207	MRPS6
ENSHGLG00000011208	PIRT
ENSHGLG00000011212	VMO1
ENSHGLG00000011213	GJB5
ENSHGLG00000011215	EFNA2
ENSHGLG00000011216	OSR2
ENSHGLG00000011217	BATF2
ENSHGLG00000011220	DSCC1
ENSHGLG00000011222	CCDC92
ENSHGLG00000011223	BPGM
ENSHGLG00000011224	SLC38A2
ENSHGLG00000011225	NTAN1
ENSHGLG00000011226	GSDMA
ENSHGLG00000011228	ST8SIA4
ENSHGLG00000011229	CD80
ENSHGLG00000011230	KCTD10
ENSHGLG00000011231	MAP3K11
ENSHGLG00000011234	ZC3H3
ENSHGLG00000011236	EMID1
ENSHGLG00000011238	SLC17A7
ENSHGLG00000011240	PEPD
ENSHGLG00000011242	AREG
ENSHGLG00000011243	CAND1
ENSHGLG00000011244	COPB2
ENSHGLG00000011245	RDH13
ENSHGLG00000011246	AVL9
ENSHGLG00000011247	PIGB
ENSHGLG00000011249	GPATCH2L
ENSHGLG00000011251	AFP
ENSHGLG00000011252	ATF4
ENSHGLG00000011253	LYRM1
ENSHGLG00000011254	ELL
ENSHGLG00000011255	RAB21
ENSHGLG00000011256	UNG
ENSHGLG00000011259	TFPT
ENSHGLG00000011262	MED27
ENSHGLG00000011263	MEPCE
ENSHGLG00000011265	BLVRA
ENSHGLG00000011266	PSAP
ENSHGLG00000011267	USP43
ENSHGLG00000011268	LAPTM5
ENSHGLG00000011269	PHOSPHO1
ENSHGLG00000011270	IGSF21
ENSHGLG00000011271	PTGES
ENSHGLG00000011272	CCDC71L
ENSHGLG00000011273	GHDC
ENSHGLG00000011275	NR1I2
ENSHGLG00000011280	RDM1
ENSHGLG00000011284	IGFBP2
ENSHGLG00000011286	ETV4
ENSHGLG00000011288	MRM2
ENSHGLG00000011290	KDM5A
ENSHGLG00000011291	PTPN2
ENSHGLG00000011292	PSMC4
ENSHGLG00000011293	RTN1
ENSHGLG00000011296	PPP1R16A
ENSHGLG00000011297	RRP9
ENSHGLG00000011299	LSM2
ENSHGLG00000011300	MIIP
ENSHGLG00000011301	PHF21B
ENSHGLG00000011302	FAM178A
ENSHGLG00000011304	MEN1
ENSHGLG00000011305	PDE6C
ENSHGLG00000011306	INPP5A
ENSHGLG00000011307	COPA
ENSHGLG00000011308	LHX6
ENSHGLG00000011309	ABCC3
ENSHGLG00000011310	TJP1
ENSHGLG00000011311	NAV1
ENSHGLG00000011313	SPTAN1
ENSHGLG00000011316	HSPB8
ENSHGLG00000011318	ZFP37
ENSHGLG00000011319	RNF135
ENSHGLG00000011320	SV2A
ENSHGLG00000011322	CLK1
ENSHGLG00000011324	DTNBP1
ENSHGLG00000011325	SLC26A7
ENSHGLG00000011326	PRMT7
ENSHGLG00000011327	RNF185
ENSHGLG00000011328	CDHR4
ENSHGLG00000011329	CYB561
ENSHGLG00000011332	SLC44A2
ENSHGLG00000011333	ACSM3
ENSHGLG00000011334	PMFBP1
ENSHGLG00000011335	SCAP
ENSHGLG00000011336	ZYX
ENSHGLG00000011338	GOLIM4
ENSHGLG00000011339	SOSTDC1
ENSHGLG00000011340	GSN
ENSHGLG00000011341	ARVCF
ENSHGLG00000011342	PTPRD
ENSHGLG00000011343	FER1L5
ENSHGLG00000011344	CACNA2D2
ENSHGLG00000011345	MYO7A
ENSHGLG00000011348	WIF1
ENSHGLG00000011349	CLEC1A
ENSHGLG00000011350	TIAM1
ENSHGLG00000011351	TANGO6
ENSHGLG00000011352	LENEP
ENSHGLG00000011353	DNAJC13
ENSHGLG00000011355	BAZ2B
ENSHGLG00000011358	RPLP0
ENSHGLG00000011359	PLA2G12B
ENSHGLG00000011360	BEND5
ENSHGLG00000011361	PTGDR
ENSHGLG00000011365	DMP1
ENSHGLG00000011366	COQ9
ENSHGLG00000011368	METTL15
ENSHGLG00000011369	HOXB4
ENSHGLG00000011370	ARMC12
ENSHGLG00000011374	ATP6V1D
ENSHGLG00000011375	SPNS1
ENSHGLG00000011376	MUS81
ENSHGLG00000011378	SPOUT1
ENSHGLG00000011381	TM7SF2
ENSHGLG00000011382	FNBP1
ENSHGLG00000011383	ARL16
ENSHGLG00000011384	NPFFR1
ENSHGLG00000011385	FAM163B
ENSHGLG00000011388	LYZL6
ENSHGLG00000011389	ANGPTL1
ENSHGLG00000011391	RGS21
ENSHGLG00000011392	APRT
ENSHGLG00000011394	GATC
ENSHGLG00000011396	PTAR1
ENSHGLG00000011397	FN3KRP
ENSHGLG00000011399	HS1BP3
ENSHGLG00000011400	FGF18
ENSHGLG00000011402	SDCBP2
ENSHGLG00000011403	MARVELD1
ENSHGLG00000011404	NUDC
ENSHGLG00000011405	KCNJ16
ENSHGLG00000011408	CRYBA4
ENSHGLG00000011409	CAP1
ENSHGLG00000011410	PRRX2
ENSHGLG00000011411	LSM12
ENSHGLG00000011412	USP20
ENSHGLG00000011413	CD2BP2
ENSHGLG00000011414	B4GALT3
ENSHGLG00000011416	SLC30A2
ENSHGLG00000011417	LLGL1
ENSHGLG00000011419	CDC6
ENSHGLG00000011420	VPS29
ENSHGLG00000011421	TMEM200B
ENSHGLG00000011423	XAB2
ENSHGLG00000011424	TMEM82
ENSHGLG00000011426	SRR
ENSHGLG00000011430	ATP6V0D1
ENSHGLG00000011431	RPL31
ENSHGLG00000011432	POGLUT1
ENSHGLG00000011433	COX6B2
ENSHGLG00000011434	UXS1
ENSHGLG00000011437	PLA2G5
ENSHGLG00000011439	IP6K2
ENSHGLG00000011440	EREG
ENSHGLG00000011443	SLC22A18
ENSHGLG00000011444	ABCA1
ENSHGLG00000011445	EIF3C
ENSHGLG00000011446	DPEP2
ENSHGLG00000011447	FA2H
ENSHGLG00000011452	LRIT1
ENSHGLG00000011453	CCDC191
ENSHGLG00000011454	TMEM42
ENSHGLG00000011455	VPS51
ENSHGLG00000011456	SPI1
ENSHGLG00000011457	PBX3
ENSHGLG00000011458	NPS
ENSHGLG00000011459	TAF12
ENSHGLG00000011460	GNAZ
ENSHGLG00000011461	CCND1
ENSHGLG00000011464	TXNDC8
ENSHGLG00000011465	NKX2-3
ENSHGLG00000011468	LY6G5B
ENSHGLG00000011472	PRKACB
ENSHGLG00000011473	FUCA1
ENSHGLG00000011475	TMEM134
ENSHGLG00000011477	TRIM25
ENSHGLG00000011478	WDR62
ENSHGLG00000011479	PIH1D1
ENSHGLG00000011480	CAMK4
ENSHGLG00000011481	COL26A1
ENSHGLG00000011483	HGD
ENSHGLG00000011485	USF2
ENSHGLG00000011487	ELFN2
ENSHGLG00000011488	ARL6IP1
ENSHGLG00000011489	NAGLU
ENSHGLG00000011490	AK1
ENSHGLG00000011491	SAXO2
ENSHGLG00000011492	TMIGD1
ENSHGLG00000011493	SNN
ENSHGLG00000011494	ZFYVE21
ENSHGLG00000011495	ALCAM
ENSHGLG00000011497	POLR1B
ENSHGLG00000011499	ABCB7
ENSHGLG00000011501	GINS4
ENSHGLG00000011505	ESF1
ENSHGLG00000011511	PARP3
ENSHGLG00000011512	ACSF2
ENSHGLG00000011513	GINS2
ENSHGLG00000011515	SELENOI
ENSHGLG00000011517	GALNS
ENSHGLG00000011519	SNF8
ENSHGLG00000011520	LCOR
ENSHGLG00000011523	ZMAT3
ENSHGLG00000011525	OPALIN
ENSHGLG00000011526	IPO8
ENSHGLG00000011528	TMEM265
ENSHGLG00000011529	DHX58
ENSHGLG00000011531	POGK
ENSHGLG00000011532	MRPS9
ENSHGLG00000011533	CNOT4
ENSHGLG00000011534	TCTEX1D1
ENSHGLG00000011535	GCG
ENSHGLG00000011536	IPO9
ENSHGLG00000011537	RPS6KB2
ENSHGLG00000011538	SGSM1
ENSHGLG00000011540	AGO1
ENSHGLG00000011541	HIP1R
ENSHGLG00000011543	COX6A2
ENSHGLG00000011545	CELSR3
ENSHGLG00000011547	CHST3
ENSHGLG00000011548	KLHL28
ENSHGLG00000011549	S1PR3
ENSHGLG00000011550	FLRT1
ENSHGLG00000011551	UMPS
ENSHGLG00000011553	KBTBD8
ENSHGLG00000011554	SPRTN
ENSHGLG00000011558	ANGPTL7
ENSHGLG00000011559	MORN5
ENSHGLG00000011563	CGRRF1
ENSHGLG00000011565	CCDC186
ENSHGLG00000011566	ETNK1
ENSHGLG00000011569	FEZF2
ENSHGLG00000011570	GOLGA5
ENSHGLG00000011571	SLC7A6
ENSHGLG00000011573	MC5R
ENSHGLG00000011574	MFSD8
ENSHGLG00000011575	TNS4
ENSHGLG00000011577	WDR75
ENSHGLG00000011578	UFC1
ENSHGLG00000011579	SART3
ENSHGLG00000011580	RBM17
ENSHGLG00000011581	UBA7
ENSHGLG00000011582	CANT1
ENSHGLG00000011585	SLC1A3
ENSHGLG00000011586	ADAMTSL4
ENSHGLG00000011587	CFAP20
ENSHGLG00000011588	CLIC6
ENSHGLG00000011589	RABIF
ENSHGLG00000011592	TARBP1
ENSHGLG00000011593	TPRN
ENSHGLG00000011595	DNAJB4
ENSHGLG00000011597	IBSP
ENSHGLG00000011598	SKIL
ENSHGLG00000011599	KCNJ2
ENSHGLG00000011604	RCVRN
ENSHGLG00000011606	TCFL5
ENSHGLG00000011611	VPS37B
ENSHGLG00000011612	FN3K
ENSHGLG00000011614	THRA
ENSHGLG00000011615	PLLP
ENSHGLG00000011616	ASGR1
ENSHGLG00000011617	SESN2
ENSHGLG00000011620	CEBPE
ENSHGLG00000011622	VTA1
ENSHGLG00000011623	LRRC20
ENSHGLG00000011625	LSM10
ENSHGLG00000011627	APOD
ENSHGLG00000011628	GTF3C1
ENSHGLG00000011630	DMRT1
ENSHGLG00000011632	NKTR
ENSHGLG00000011633	CHSY3
ENSHGLG00000011634	FAM229A
ENSHGLG00000011635	PPT1
ENSHGLG00000011639	EXOC6B
ENSHGLG00000011640	TPPP3
ENSHGLG00000011641	SLC27A2
ENSHGLG00000011642	TRIM63
ENSHGLG00000011644	PHB
ENSHGLG00000011647	JDP2
ENSHGLG00000011648	PRNP
ENSHGLG00000011650	RITA1
ENSHGLG00000011651	SAXO1
ENSHGLG00000011652	TMEM234
ENSHGLG00000011653	MMADHC
ENSHGLG00000011654	GORASP1
ENSHGLG00000011656	SDK2
ENSHGLG00000011659	YWHAH
ENSHGLG00000011661	BBX
ENSHGLG00000011663	MFN2
ENSHGLG00000011665	PCNX4
ENSHGLG00000011667	FAM53B
ENSHGLG00000011668	ESRRA
ENSHGLG00000011669	ZBTB38
ENSHGLG00000011670	NCMAP
ENSHGLG00000011672	NOC4L
ENSHGLG00000011673	KCNH4
ENSHGLG00000011677	XAF1
ENSHGLG00000011678	MMP21
ENSHGLG00000011679	IVD
ENSHGLG00000011680	CD22
ENSHGLG00000011681	DDX19A
ENSHGLG00000011682	TFR2
ENSHGLG00000011684	MCM6
ENSHGLG00000011686	HPD
ENSHGLG00000011687	SSH3
ENSHGLG00000011688	ANKRD52
ENSHGLG00000011689	PGRMC1
ENSHGLG00000011690	SMAD5
ENSHGLG00000011691	ZBTB26
ENSHGLG00000011692	ASAP3
ENSHGLG00000011694	DPM1
ENSHGLG00000011695	MMD
ENSHGLG00000011696	TCF19
ENSHGLG00000011697	TRPV6
ENSHGLG00000011698	CRTAC1
ENSHGLG00000011699	LYPLA2
ENSHGLG00000011700	USP31
ENSHGLG00000011701	WEE2
ENSHGLG00000011702	FKBP5
ENSHGLG00000011703	SCAI
ENSHGLG00000011704	MNAT1
ENSHGLG00000011705	EPHA7
ENSHGLG00000011706	PPP3R1
ENSHGLG00000011707	SNAPC2
ENSHGLG00000011710	PROX2
ENSHGLG00000011712	POLR2B
ENSHGLG00000011714	S100PBP
ENSHGLG00000011716	INPP5B
ENSHGLG00000011717	NDOR1
ENSHGLG00000011718	ABCC4
ENSHGLG00000011719	CRCP
ENSHGLG00000011720	PTPN23
ENSHGLG00000011721	ADGRD1
ENSHGLG00000011722	RPUSD3
ENSHGLG00000011723	CEBPG
ENSHGLG00000011724	PPARA
ENSHGLG00000011725	RCCD1
ENSHGLG00000011727	CTTN
ENSHGLG00000011728	CXXC1
ENSHGLG00000011729	FRZB
ENSHGLG00000011730	SLC35A5
ENSHGLG00000011733	MPLKIP
ENSHGLG00000011734	SMIM20
ENSHGLG00000011735	EIF4A1
ENSHGLG00000011737	METTL13
ENSHGLG00000011738	RBP2
ENSHGLG00000011741	CAT
ENSHGLG00000011742	JARID2
ENSHGLG00000011744	HOXB5
ENSHGLG00000011747	NTN1
ENSHGLG00000011748	RPS6KA4
ENSHGLG00000011749	WBP1
ENSHGLG00000011750	CDC25A
ENSHGLG00000011753	TRIM9
ENSHGLG00000011755	INF2
ENSHGLG00000011756	AARS
ENSHGLG00000011757	CBX8
ENSHGLG00000011758	ARID3C
ENSHGLG00000011759	GGA3
ENSHGLG00000011760	HAPLN1
ENSHGLG00000011762	PTPRQ
ENSHGLG00000011764	P4HA1
ENSHGLG00000011765	LSM5
ENSHGLG00000011766	EFCAB11
ENSHGLG00000011767	CD44
ENSHGLG00000011768	SIPA1L1
ENSHGLG00000011769	UNC93B1
ENSHGLG00000011770	KIF15
ENSHGLG00000011771	FUOM
ENSHGLG00000011772	ENTPD5
ENSHGLG00000011773	ITGA2B
ENSHGLG00000011774	VPS53
ENSHGLG00000011775	ABL1
ENSHGLG00000011776	GRIK3
ENSHGLG00000011777	SYVN1
ENSHGLG00000011779	C2CD3
ENSHGLG00000011781	ACACA
ENSHGLG00000011782	TLK2
ENSHGLG00000011783	CLIP1
ENSHGLG00000011784	ARFGEF1
ENSHGLG00000011786	POP5
ENSHGLG00000011787	CCDC126
ENSHGLG00000011789	NSMF
ENSHGLG00000011790	DNAH10
ENSHGLG00000011791	SBF2
ENSHGLG00000011792	B4GALNT2
ENSHGLG00000011794	LCAT
ENSHGLG00000011796	BCL2L13
ENSHGLG00000011797	BRCA1
ENSHGLG00000011798	EFL1
ENSHGLG00000011799	LEF1
ENSHGLG00000011800	PAXBP1
ENSHGLG00000011801	RASGRP3
ENSHGLG00000011804	MAP3K14
ENSHGLG00000011805	PTK2
ENSHGLG00000011806	TMPRSS11F
ENSHGLG00000011807	SOS2
ENSHGLG00000011810	ANXA13
ENSHGLG00000011811	ZBTB7A
ENSHGLG00000011812	OTUB1
ENSHGLG00000011814	ZDHHC24
ENSHGLG00000011817	KCTD5
ENSHGLG00000011818	TSSK3
ENSHGLG00000011819	MLLT1
ENSHGLG00000011820	AADACL2
ENSHGLG00000011822	OSCP1
ENSHGLG00000011823	SOCS7
ENSHGLG00000011824	CTSB
ENSHGLG00000011825	SLC25A20
ENSHGLG00000011826	MON1B
ENSHGLG00000011827	ITIH5
ENSHGLG00000011828	FAM78A
ENSHGLG00000011829	SOX9
ENSHGLG00000011830	KCNA4
ENSHGLG00000011832	NXPH3
ENSHGLG00000011833	VCPKMT
ENSHGLG00000011834	MRGPRF
ENSHGLG00000011835	NDUFA8
ENSHGLG00000011838	EIF4EBP2
ENSHGLG00000011839	APIP
ENSHGLG00000011842	SRSF4
ENSHGLG00000011843	ADGRG5
ENSHGLG00000011845	AIPL1
ENSHGLG00000011851	ZBTB6
ENSHGLG00000011853	GPANK1
ENSHGLG00000011854	NXNL2
ENSHGLG00000011855	GPR45
ENSHGLG00000011856	SZRD1
ENSHGLG00000011857	TAGLN3
ENSHGLG00000011858	BARHL1
ENSHGLG00000011860	RBP1
ENSHGLG00000011862	WSCD2
ENSHGLG00000011863	TBC1D10C
ENSHGLG00000011864	DUT
ENSHGLG00000011865	HEMK1
ENSHGLG00000011866	OPRD1
ENSHGLG00000011867	POLR3F
ENSHGLG00000011869	TXLNA
ENSHGLG00000011872	ADAMDEC1
ENSHGLG00000011876	PRKCSH
ENSHGLG00000011880	SYTL1
ENSHGLG00000011882	ZC3H6
ENSHGLG00000011884	CPB1
ENSHGLG00000011885	MTHFD2L
ENSHGLG00000011886	VWA5B1
ENSHGLG00000011887	SEL1L3
ENSHGLG00000011889	PPP2R5B
ENSHGLG00000011890	JAK2
ENSHGLG00000011891	GTF3C4
ENSHGLG00000011893	CDK12
ENSHGLG00000011894	PIK3CA
ENSHGLG00000011895	ZBTB17
ENSHGLG00000011897	HTRA1
ENSHGLG00000011898	KARS
ENSHGLG00000011899	NXPE3
ENSHGLG00000011900	CIZ1
ENSHGLG00000011901	MRGPRE
ENSHGLG00000011902	NUDT7
