ENSMUSG00000059920.9	4930453N24RIK	ENSMUSG00000059920
ENSMUSG00000029613.15	EIF2AK1	ENSMUSG00000029613
ENSMUSG00000029614.13	RPL6	ENSMUSG00000029614
ENSMUSG00000029616.9	ERP29	ENSMUSG00000029616
ENSMUSG00000029617.10	CCZ1	ENSMUSG00000029617
ENSMUSG00000029621.14	ARPC1A	ENSMUSG00000029621
ENSMUSG00000029622.16	ARPC1B	ENSMUSG00000029622
ENSMUSG00000029623.14	PDAP1	ENSMUSG00000029623
ENSMUSG00000029625.16	CPSF4	ENSMUSG00000029625
ENSMUSG00000029629.17	PHF14	ENSMUSG00000029629
ENSMUSG00000029632.7	NDUFA4	ENSMUSG00000029632
ENSMUSG00000029634.15	RNF6	ENSMUSG00000029634
ENSMUSG00000029635.15	CDK8	ENSMUSG00000029635
ENSMUSG00000029636.10	WASF3	ENSMUSG00000029636
ENSMUSG00000029640.17	USP12	ENSMUSG00000029640
ENSMUSG00000029641.8	RASL11A	ENSMUSG00000029641
ENSMUSG00000029642.11	POLR1D	ENSMUSG00000029642
ENSMUSG00000029644.7	PDX1	ENSMUSG00000029644
ENSMUSG00000029646.3	CDX2	ENSMUSG00000029646
ENSMUSG00000029647.15	PAN3	ENSMUSG00000029647
ENSMUSG00000029648.13	FLT1	ENSMUSG00000029648
ENSMUSG00000029649.10	POMP	ENSMUSG00000029649
ENSMUSG00000029650.10	SLC46A3	ENSMUSG00000029650
ENSMUSG00000029656.13	C8B	ENSMUSG00000029656
ENSMUSG00000029657.15	HSPH1	ENSMUSG00000029657
ENSMUSG00000029659.16	MEDAG	ENSMUSG00000029659
ENSMUSG00000029660.10	TEX26	ENSMUSG00000029660
ENSMUSG00000029661.16	COL1A2	ENSMUSG00000029661
ENSMUSG00000029663.10	GNGT1	ENSMUSG00000029663
ENSMUSG00000029664.10	TFPI2	ENSMUSG00000029664
ENSMUSG00000029669.14	TSPAN12	ENSMUSG00000029669
ENSMUSG00000029670.12	ING3	ENSMUSG00000029670
ENSMUSG00000029671.15	WNT16	ENSMUSG00000029671
ENSMUSG00000029672.16	FAM3C	ENSMUSG00000029672
ENSMUSG00000029674.13	LIMK1	ENSMUSG00000029674
ENSMUSG00000029680.2	HYAL4	ENSMUSG00000029680
ENSMUSG00000029681.12	BCL7B	ENSMUSG00000029681
ENSMUSG00000029682.5	SPAM1	ENSMUSG00000029682
ENSMUSG00000029683.7	LMOD2	ENSMUSG00000029683
ENSMUSG00000029684.14	WASL	ENSMUSG00000029684
ENSMUSG00000029685.15	ASB15	ENSMUSG00000029685
ENSMUSG00000029687.16	EZH2	ENSMUSG00000029687
ENSMUSG00000029695.13	AASS	ENSMUSG00000029695
ENSMUSG00000029697.6	FEZF1	ENSMUSG00000029697
ENSMUSG00000029699.13	SSC4D	ENSMUSG00000029699
ENSMUSG00000029700.11	SLC13A1	ENSMUSG00000029700
ENSMUSG00000029701.15	RBM28	ENSMUSG00000029701
ENSMUSG00000029703.10	LRWD1	ENSMUSG00000029703
ENSMUSG00000029705.17	CUX1	ENSMUSG00000029705
ENSMUSG00000029706.15	PAX4	ENSMUSG00000029706
ENSMUSG00000029707.6	FSCN3	ENSMUSG00000029707
ENSMUSG00000029708.9	GCC1	ENSMUSG00000029708
ENSMUSG00000029710.15	EPHB4	ENSMUSG00000029710
ENSMUSG00000029712.14	ACTL6B	ENSMUSG00000029712
ENSMUSG00000029713.15	GNB2	ENSMUSG00000029713
ENSMUSG00000029714.11	GIGYF1	ENSMUSG00000029714
ENSMUSG00000029715.5	POP7	ENSMUSG00000029715
ENSMUSG00000029716.13	TFR2	ENSMUSG00000029716
ENSMUSG00000029718.14	PCOLCE	ENSMUSG00000029718
ENSMUSG00000029722.15	AGFG2	ENSMUSG00000029722
ENSMUSG00000029723.16	TSC22D4	ENSMUSG00000029723
ENSMUSG00000029725.10	PPP1R35	ENSMUSG00000029725
ENSMUSG00000029726.16	MEPCE	ENSMUSG00000029726
ENSMUSG00000029729.12	ZKSCAN1	ENSMUSG00000029729
ENSMUSG00000029730.16	MCM7	ENSMUSG00000029730
ENSMUSG00000029735.17	TPK1	ENSMUSG00000029735
ENSMUSG00000029752.12	ASNS	ENSMUSG00000029752
ENSMUSG00000029754.13	DLX6	ENSMUSG00000029754
ENSMUSG00000029755.10	DLX5	ENSMUSG00000029755
ENSMUSG00000029757.16	DYNC1I1	ENSMUSG00000029757
ENSMUSG00000029759.9	PON3	ENSMUSG00000029759
ENSMUSG00000029761.16	CALD1	ENSMUSG00000029761
ENSMUSG00000029763.17	EXOC4	ENSMUSG00000029763
ENSMUSG00000029765.12	PLXNA4	ENSMUSG00000029765
ENSMUSG00000029767.16	CALU	ENSMUSG00000029767
ENSMUSG00000029771.12	IRF5	ENSMUSG00000029771
ENSMUSG00000029772.17	AHCYL2	ENSMUSG00000029772
ENSMUSG00000029775.14	KLHDC10	ENSMUSG00000029775
ENSMUSG00000029776.11	HIBADH	ENSMUSG00000029776
ENSMUSG00000029777.10	GARS	ENSMUSG00000029777
ENSMUSG00000029778.12	ADCYAP1R1	ENSMUSG00000029778
ENSMUSG00000029781.7	FKBP9	ENSMUSG00000029781
ENSMUSG00000029782.18	TMEM209	ENSMUSG00000029782
ENSMUSG00000029784.13	SSMEM1	ENSMUSG00000029784
ENSMUSG00000029787.10	AVL9	ENSMUSG00000029787
ENSMUSG00000029788.13	CPA5	ENSMUSG00000029788
ENSMUSG00000029790.16	CEP41	ENSMUSG00000029790
ENSMUSG00000029804.16	HERC3	ENSMUSG00000029804
ENSMUSG00000029810.15	TMEM176B	ENSMUSG00000029810
ENSMUSG00000029811.14	AOC1	ENSMUSG00000029811
ENSMUSG00000029814.10	IGF2BP3	ENSMUSG00000029814
ENSMUSG00000029815.12	MALSU1	ENSMUSG00000029815
ENSMUSG00000029816.10	GPNMB	ENSMUSG00000029816
ENSMUSG00000029817.11	TRA2A	ENSMUSG00000029817
ENSMUSG00000029819.6	NPY	ENSMUSG00000029819
ENSMUSG00000029822.15	OSBPL3	ENSMUSG00000029822
ENSMUSG00000029823.16	LUC7L2	ENSMUSG00000029823
ENSMUSG00000029826.14	ZC3HAV1	ENSMUSG00000029826
ENSMUSG00000029829.4	TMEM213	ENSMUSG00000029829
ENSMUSG00000029830.15	SVOPL	ENSMUSG00000029830
ENSMUSG00000029831.7	NPVF	ENSMUSG00000029831
ENSMUSG00000029832.16	NFE2L3	ENSMUSG00000029832
ENSMUSG00000029836.15	CBX3	ENSMUSG00000029836
ENSMUSG00000029838.11	PTN	ENSMUSG00000029838
ENSMUSG00000029840.8	MTPN	ENSMUSG00000029840
ENSMUSG00000029843.4	SLC13A4	ENSMUSG00000029843
ENSMUSG00000029844.9	HOXA1	ENSMUSG00000029844
ENSMUSG00000029848.11	STRA8	ENSMUSG00000029848
ENSMUSG00000029859.6	EPHA1	ENSMUSG00000029859
ENSMUSG00000029860.16	ZYX	ENSMUSG00000029860
ENSMUSG00000029861.17	FAM131B	ENSMUSG00000029861
ENSMUSG00000029862.15	CLCN1	ENSMUSG00000029862
ENSMUSG00000029863.13	CASP2	ENSMUSG00000029863
ENSMUSG00000029864.7	GSTK1	ENSMUSG00000029864
ENSMUSG00000029866.13	KEL	ENSMUSG00000029866
ENSMUSG00000029868.12	TRPV6	ENSMUSG00000029868
ENSMUSG00000029869.7	EPHB6	ENSMUSG00000029869
ENSMUSG00000029875.4	CCDC184	ENSMUSG00000029875
ENSMUSG00000029909.6	PRSS37	ENSMUSG00000029909
ENSMUSG00000029911.14	SSBP1	ENSMUSG00000029911
ENSMUSG00000029913.14	PRDM5	ENSMUSG00000029913
ENSMUSG00000029915.14	CLEC5A	ENSMUSG00000029915
ENSMUSG00000029916.11	AGK	ENSMUSG00000029916
ENSMUSG00000029919.5	HPGDS	ENSMUSG00000029919
ENSMUSG00000029920.9	SMARCAD1	ENSMUSG00000029920
ENSMUSG00000029923.4	RAB19	ENSMUSG00000029923
ENSMUSG00000029924.12	SLC37A3	ENSMUSG00000029924
ENSMUSG00000029925.13	TBXAS1	ENSMUSG00000029925
ENSMUSG00000029992.14	GFPT1	ENSMUSG00000029992
ENSMUSG00000029994.17	ANXA4	ENSMUSG00000029994
ENSMUSG00000029998.14	PCYOX1	ENSMUSG00000029998
ENSMUSG00000029999.14	TGFA	ENSMUSG00000029999
ENSMUSG00000030000.10	ADD2	ENSMUSG00000030000
ENSMUSG00000030008.9	PRADC1	ENSMUSG00000030008
ENSMUSG00000030017.2	REG3G	ENSMUSG00000030017
ENSMUSG00000030020.13	PRICKLE2	ENSMUSG00000030020
ENSMUSG00000030022.14	ADAMTS9	ENSMUSG00000030022
ENSMUSG00000030029.14	LRIG1	ENSMUSG00000030029
ENSMUSG00000030031.14	KBTBD8	ENSMUSG00000030031
ENSMUSG00000030032.12	WDR54	ENSMUSG00000030032
ENSMUSG00000030035.14	WBP1	ENSMUSG00000030035
ENSMUSG00000030036.8	MOGS	ENSMUSG00000030036
ENSMUSG00000030037.9	MRPL53	ENSMUSG00000030037
ENSMUSG00000030041.9	M1AP	ENSMUSG00000030041
ENSMUSG00000030042.15	POLE4	ENSMUSG00000030042
ENSMUSG00000030043.11	TACR1	ENSMUSG00000030043
ENSMUSG00000030045.10	MRPL19	ENSMUSG00000030045
ENSMUSG00000030046.6	BMP10	ENSMUSG00000030046
ENSMUSG00000030047.14	ARHGAP25	ENSMUSG00000030047
ENSMUSG00000030049.5	GKN2	ENSMUSG00000030049
ENSMUSG00000030050.4	GKN1	ENSMUSG00000030050
ENSMUSG00000030051.10	APLF	ENSMUSG00000030051
ENSMUSG00000030055.16	RAB43	ENSMUSG00000030055
ENSMUSG00000030057.15	CNBP	ENSMUSG00000030057
ENSMUSG00000030060.14	HMCES	ENSMUSG00000030060
ENSMUSG00000030061.16	UBA3	ENSMUSG00000030061
ENSMUSG00000030062.7	RPN1	ENSMUSG00000030062
ENSMUSG00000030064.16	FRMD4B	ENSMUSG00000030064
ENSMUSG00000030069.15	PROK2	ENSMUSG00000030069
ENSMUSG00000030074.9	GXYLT2	ENSMUSG00000030074
ENSMUSG00000030075.10	CNTN3	ENSMUSG00000030075
ENSMUSG00000030077.11	CHL1	ENSMUSG00000030077
ENSMUSG00000030082.14	SEC61A1	ENSMUSG00000030082
ENSMUSG00000030083.11	ABTB1	ENSMUSG00000030083
ENSMUSG00000030084.11	PLXNA1	ENSMUSG00000030084
ENSMUSG00000030086.16	CHCHD6	ENSMUSG00000030086
ENSMUSG00000030087.11	KLF15	ENSMUSG00000030087
ENSMUSG00000030088.15	ALDH1L1	ENSMUSG00000030088
ENSMUSG00000030089.15	SLC41A3	ENSMUSG00000030089
ENSMUSG00000030091.17	NUP210	ENSMUSG00000030091
ENSMUSG00000030092.14	CNTN6	ENSMUSG00000030092
ENSMUSG00000030093.7	WNT7A	ENSMUSG00000030093
ENSMUSG00000030094.8	XPC	ENSMUSG00000030094
ENSMUSG00000030095.10	TMEM43	ENSMUSG00000030095
ENSMUSG00000030096.8	SLC6A6	ENSMUSG00000030096
ENSMUSG00000030098.15	GRIP2	ENSMUSG00000030098
ENSMUSG00000030101.15	SUMF1	ENSMUSG00000030101
ENSMUSG00000030102.11	ITPR1	ENSMUSG00000030102
ENSMUSG00000030103.11	BHLHE40	ENSMUSG00000030103
ENSMUSG00000030104.9	EDEM1	ENSMUSG00000030104
ENSMUSG00000030105.8	ARL8B	ENSMUSG00000030105
ENSMUSG00000030108.14	SLC6A13	ENSMUSG00000030108
ENSMUSG00000030109.15	SLC6A12	ENSMUSG00000030109
ENSMUSG00000030110.13	RET	ENSMUSG00000030110
ENSMUSG00000030111.9	A2M	ENSMUSG00000030111
ENSMUSG00000030114.8	KLRG1	ENSMUSG00000030114
ENSMUSG00000030116.14	MFAP5	ENSMUSG00000030116
ENSMUSG00000030120.14	MLF2	ENSMUSG00000030120
ENSMUSG00000030123.15	PLXND1	ENSMUSG00000030123
ENSMUSG00000030124.2	LAG3	ENSMUSG00000030124
ENSMUSG00000030125.11	LRRC23	ENSMUSG00000030125
ENSMUSG00000030126.17	TMCC1	ENSMUSG00000030126
ENSMUSG00000030127.15	COPS7A	ENSMUSG00000030127
ENSMUSG00000030134.11	RASGEF1A	ENSMUSG00000030134
ENSMUSG00000030137.8	TUBA8	ENSMUSG00000030137
ENSMUSG00000030138.8	BMS1	ENSMUSG00000030138
ENSMUSG00000030142.10	CLEC4E	ENSMUSG00000030142
ENSMUSG00000030144.4	CLEC4D	ENSMUSG00000030144
ENSMUSG00000030156.5	CD69	ENSMUSG00000030156
ENSMUSG00000030159.15	CLEC1B	ENSMUSG00000030159
ENSMUSG00000030160.7	TMEM52B	ENSMUSG00000030160
ENSMUSG00000030161.8	GABARAPL1	ENSMUSG00000030161
ENSMUSG00000030162.14	OLR1	ENSMUSG00000030162
ENSMUSG00000030168.13	ADIPOR2	ENSMUSG00000030168
ENSMUSG00000030170.14	WNT5B	ENSMUSG00000030170
ENSMUSG00000030172.15	ERC1	ENSMUSG00000030172
ENSMUSG00000030177.14	CCDC77	ENSMUSG00000030177
ENSMUSG00000030180.15	KDM5A	ENSMUSG00000030180
ENSMUSG00000030188.12	MAGOHB	ENSMUSG00000030188
ENSMUSG00000030199.16	ETV6	ENSMUSG00000030199
ENSMUSG00000030200.13	BCL2L14	ENSMUSG00000030200
ENSMUSG00000030201.15	LRP6	ENSMUSG00000030201
ENSMUSG00000030203.17	DUSP16	ENSMUSG00000030203
ENSMUSG00000030204.10	DDX47	ENSMUSG00000030204
ENSMUSG00000030205.15	GPRC5D	ENSMUSG00000030205
ENSMUSG00000030206.13	GSG1	ENSMUSG00000030206
ENSMUSG00000030207.15	FAM234B	ENSMUSG00000030207
ENSMUSG00000030208.15	EMP1	ENSMUSG00000030208
ENSMUSG00000030209.14	GRIN2B	ENSMUSG00000030209
ENSMUSG00000030213.12	ATF7IP	ENSMUSG00000030213
ENSMUSG00000030214.6	PLBD1	ENSMUSG00000030214
ENSMUSG00000030217.2	ART4	ENSMUSG00000030217
ENSMUSG00000030218.2	MGP	ENSMUSG00000030218
ENSMUSG00000030219.13	ERP27	ENSMUSG00000030219
ENSMUSG00000030220.13	ARHGDIB	ENSMUSG00000030220
ENSMUSG00000030222.13	RERG	ENSMUSG00000030222
ENSMUSG00000030223.14	PTPRO	ENSMUSG00000030223
ENSMUSG00000030224.10	STRAP	ENSMUSG00000030224
ENSMUSG00000030225.11	DERA	ENSMUSG00000030225
ENSMUSG00000030226.12	LMO3	ENSMUSG00000030226
ENSMUSG00000030228.16	PIK3C2G	ENSMUSG00000030228
ENSMUSG00000030230.15	PLCZ1	ENSMUSG00000030230
ENSMUSG00000030231.11	PLEKHA5	ENSMUSG00000030231
ENSMUSG00000030232.17	AEBP2	ENSMUSG00000030232
ENSMUSG00000030235.17	SLCO1C1	ENSMUSG00000030235
ENSMUSG00000030243.16	RECQL	ENSMUSG00000030243
ENSMUSG00000030244.7	GYS2	ENSMUSG00000030244
ENSMUSG00000030246.11	LDHB	ENSMUSG00000030246
ENSMUSG00000030247.9	KCNJ8	ENSMUSG00000030247
ENSMUSG00000030249.15	ABCC9	ENSMUSG00000030249
ENSMUSG00000030255.13	SSPN	ENSMUSG00000030255
ENSMUSG00000030256.11	BHLHE41	ENSMUSG00000030256
ENSMUSG00000030257.16	SRGAP3	ENSMUSG00000030257
ENSMUSG00000030259.12	RASSF8	ENSMUSG00000030259
ENSMUSG00000030264.14	THUMPD3	ENSMUSG00000030264
ENSMUSG00000030265.14	KRAS	ENSMUSG00000030265
ENSMUSG00000030268.17	BCAT1	ENSMUSG00000030268
ENSMUSG00000030269.14	MTMR14	ENSMUSG00000030269
ENSMUSG00000030270.11	CPNE9	ENSMUSG00000030270
ENSMUSG00000030271.14	OGG1	ENSMUSG00000030271
ENSMUSG00000030272.15	CAMK1	ENSMUSG00000030272
ENSMUSG00000030275.6	ETNK1	ENSMUSG00000030275
ENSMUSG00000030278.11	CIDEC	ENSMUSG00000030278
ENSMUSG00000030279.15	C2CD5	ENSMUSG00000030279
ENSMUSG00000030281.16	IL17RC	ENSMUSG00000030281
ENSMUSG00000030282.14	CMAS	ENSMUSG00000030282
ENSMUSG00000030283.7	ST8SIA1	ENSMUSG00000030283
ENSMUSG00000030284.11	CRELD1	ENSMUSG00000030284
ENSMUSG00000030286.6	EMC3	ENSMUSG00000030286
ENSMUSG00000030287.15	ITPR2	ENSMUSG00000030287
ENSMUSG00000030291.12	MED21	ENSMUSG00000030291
ENSMUSG00000030298.10	SEC13	ENSMUSG00000030298
ENSMUSG00000030301.17	CCDC91	ENSMUSG00000030301
ENSMUSG00000030302.16	ATP2B2	ENSMUSG00000030302
ENSMUSG00000030303.15	FAR2	ENSMUSG00000030303
ENSMUSG00000030304.11	ERGIC2	ENSMUSG00000030304
ENSMUSG00000030306.14	TMTC1	ENSMUSG00000030306
ENSMUSG00000030307.8	SLC6A11	ENSMUSG00000030307
ENSMUSG00000030309.16	CAPRIN2	ENSMUSG00000030309
ENSMUSG00000030310.10	SLC6A1	ENSMUSG00000030310
ENSMUSG00000030313.15	DENND5B	ENSMUSG00000030313
ENSMUSG00000030314.16	ATG7	ENSMUSG00000030314
ENSMUSG00000030316.13	TAMM41	ENSMUSG00000030316
ENSMUSG00000030317.8	TIMP4	ENSMUSG00000030317
ENSMUSG00000030319.8	CAND2	ENSMUSG00000030319
ENSMUSG00000030322.12	MBD4	ENSMUSG00000030322
ENSMUSG00000030323.13	IFT122	ENSMUSG00000030323
ENSMUSG00000030324.8	RHO	ENSMUSG00000030324
ENSMUSG00000030327.8	NECAP1	ENSMUSG00000030327
ENSMUSG00000030329.11	PIANP	ENSMUSG00000030329
ENSMUSG00000030330.15	ING4	ENSMUSG00000030330
ENSMUSG00000030335.6	MRPL51	ENSMUSG00000030335
ENSMUSG00000030337.16	VAMP1	ENSMUSG00000030337
ENSMUSG00000030339.7	LTBR	ENSMUSG00000030339
ENSMUSG00000030340.16	SCNN1A	ENSMUSG00000030340
ENSMUSG00000030341.17	TNFRSF1A	ENSMUSG00000030341
ENSMUSG00000030342.8	CD9	ENSMUSG00000030342
ENSMUSG00000030344.11	AKAP3	ENSMUSG00000030344
ENSMUSG00000030346.16	RAD51AP1	ENSMUSG00000030346
ENSMUSG00000030350.8	PRMT8	ENSMUSG00000030350
ENSMUSG00000030351.5	TSPAN11	ENSMUSG00000030351
ENSMUSG00000030352.14	TSPAN9	ENSMUSG00000030352
ENSMUSG00000030353.15	TEAD4	ENSMUSG00000030353
ENSMUSG00000030357.10	FKBP4	ENSMUSG00000030357
ENSMUSG00000030374.15	STRN4	ENSMUSG00000030374
ENSMUSG00000030376.8	SLC8A2	ENSMUSG00000030376
ENSMUSG00000030382.15	SLC27A5	ENSMUSG00000030382
ENSMUSG00000030393.8	ZIK1	ENSMUSG00000030393
ENSMUSG00000030397.10	MARK4	ENSMUSG00000030397
ENSMUSG00000030399.2	CKM	ENSMUSG00000030399
ENSMUSG00000030400.17	ERCC2	ENSMUSG00000030400
ENSMUSG00000030401.16	RTN2	ENSMUSG00000030401
ENSMUSG00000030403.9	VASP	ENSMUSG00000030403
ENSMUSG00000030406.7	GIPR	ENSMUSG00000030406
ENSMUSG00000030407.2	QPCTL	ENSMUSG00000030407
ENSMUSG00000030409.15	DMPK	ENSMUSG00000030409
ENSMUSG00000030411.15	NOVA2	ENSMUSG00000030411
ENSMUSG00000030413.7	PGLYRP1	ENSMUSG00000030413
ENSMUSG00000030421.9	URI1	ENSMUSG00000030421
ENSMUSG00000030423.7	POP4	ENSMUSG00000030423
ENSMUSG00000030428.16	TTYH1	ENSMUSG00000030428
ENSMUSG00000030432.12	RPL28	ENSMUSG00000030432
ENSMUSG00000030435.16	U2AF2	ENSMUSG00000030435
ENSMUSG00000030447.15	CYFIP1	ENSMUSG00000030447
ENSMUSG00000030450.11	OCA2	ENSMUSG00000030450
ENSMUSG00000030451.15	HERC2	ENSMUSG00000030451
ENSMUSG00000030452.16	NIPA2	ENSMUSG00000030452
ENSMUSG00000030465.19	PSD3	ENSMUSG00000030465
ENSMUSG00000030470.15	CSRP3	ENSMUSG00000030470
ENSMUSG00000030471.17	ZDHHC13	ENSMUSG00000030471
ENSMUSG00000030484.5	LYPD5	ENSMUSG00000030484
ENSMUSG00000030492.16	SLC7A9	ENSMUSG00000030492
ENSMUSG00000030493.13	FAAP24	ENSMUSG00000030493
ENSMUSG00000030494.13	RHPN2	ENSMUSG00000030494
ENSMUSG00000030495.12	SLC7A10	ENSMUSG00000030495
ENSMUSG00000030498.15	GAS2	ENSMUSG00000030498
ENSMUSG00000030499.9	KCTD15	ENSMUSG00000030499
ENSMUSG00000030500.6	SLC17A6	ENSMUSG00000030500
ENSMUSG00000030507.6	DBX1	ENSMUSG00000030507
ENSMUSG00000030509.17	ASB7	ENSMUSG00000030509
ENSMUSG00000030510.11	CERS3	ENSMUSG00000030510
ENSMUSG00000030512.13	SNRPA1	ENSMUSG00000030512
ENSMUSG00000030513.14	PCSK6	ENSMUSG00000030513
ENSMUSG00000030516.14	TJP1	ENSMUSG00000030516
ENSMUSG00000030518.17	FAM189A1	ENSMUSG00000030518
ENSMUSG00000030519.14	APBA2	ENSMUSG00000030519
ENSMUSG00000030521.11	MPHOSPH10	ENSMUSG00000030521
ENSMUSG00000030522.14	MTMR10	ENSMUSG00000030522
ENSMUSG00000030523.18	TRPM1	ENSMUSG00000030523
ENSMUSG00000030525.8	CHRNA7	ENSMUSG00000030525
ENSMUSG00000030527.15	CRTC3	ENSMUSG00000030527
ENSMUSG00000030528.12	BLM	ENSMUSG00000030528
ENSMUSG00000030530.15	FURIN	ENSMUSG00000030530
ENSMUSG00000030532.6	HDDC3	ENSMUSG00000030532
ENSMUSG00000030533.15	UNC45A	ENSMUSG00000030533
ENSMUSG00000030536.10	IQGAP1	ENSMUSG00000030536
ENSMUSG00000030538.15	CIB1	ENSMUSG00000030538
ENSMUSG00000030539.13	SEMA4B	ENSMUSG00000030539
ENSMUSG00000030541.16	IDH2	ENSMUSG00000030541
ENSMUSG00000030543.10	MESP2	ENSMUSG00000030543
ENSMUSG00000030545.9	PEX11A	ENSMUSG00000030545
ENSMUSG00000030546.14	PLIN1	ENSMUSG00000030546
ENSMUSG00000030549.6	RHCG	ENSMUSG00000030549
ENSMUSG00000030551.14	NR2F2	ENSMUSG00000030551
ENSMUSG00000030554.16	SYNM	ENSMUSG00000030554
ENSMUSG00000030555.16	TTC23	ENSMUSG00000030555
ENSMUSG00000030556.13	LRRC28	ENSMUSG00000030556
ENSMUSG00000030557.17	MEF2A	ENSMUSG00000030557
ENSMUSG00000030559.8	RAB38	ENSMUSG00000030559
ENSMUSG00000030560.17	CTSC	ENSMUSG00000030560
ENSMUSG00000030562.17	NOX4	ENSMUSG00000030562
ENSMUSG00000030577.14	CD22	ENSMUSG00000030577
ENSMUSG00000030579.10	TYROBP	ENSMUSG00000030579
ENSMUSG00000030583.16	SIPA1L3	ENSMUSG00000030583
ENSMUSG00000030588.12	YIF1B	ENSMUSG00000030588
ENSMUSG00000030589.15	RASGRP4	ENSMUSG00000030589
ENSMUSG00000030591.17	PSMD8	ENSMUSG00000030591
ENSMUSG00000030592.18	RYR1	ENSMUSG00000030592
ENSMUSG00000030595.15	NFKBIB	ENSMUSG00000030595
ENSMUSG00000030598.15	FBXO17	ENSMUSG00000030598
ENSMUSG00000030600.15	LRFN1	ENSMUSG00000030600
ENSMUSG00000030602.13	PAK4	ENSMUSG00000030602
ENSMUSG00000030603.16	PSMC4	ENSMUSG00000030603
ENSMUSG00000030605.15	MFGE8	ENSMUSG00000030605
ENSMUSG00000030606.8	HAPLN3	ENSMUSG00000030606
ENSMUSG00000030611.10	MRPS11	ENSMUSG00000030611
ENSMUSG00000030612.6	MRPL46	ENSMUSG00000030612
ENSMUSG00000030613.13	CCDC90B	ENSMUSG00000030613
ENSMUSG00000030616.15	SYTL2	ENSMUSG00000030616
ENSMUSG00000030617.13	CCDC83	ENSMUSG00000030617
ENSMUSG00000030619.9	EED	ENSMUSG00000030619
ENSMUSG00000030621.17	ME3	ENSMUSG00000030621
ENSMUSG00000030629.15	ZFAND6	ENSMUSG00000030629
ENSMUSG00000030630.16	FAH	ENSMUSG00000030630
ENSMUSG00000030638.13	SH3GL3	ENSMUSG00000030638
ENSMUSG00000030641.10	DDIAS	ENSMUSG00000030641
ENSMUSG00000030643.14	RAB30	ENSMUSG00000030643
ENSMUSG00000030647.8	NDUFC2	ENSMUSG00000030647
ENSMUSG00000030649.18	ANAPC15	ENSMUSG00000030649
ENSMUSG00000030650.18	TMC5	ENSMUSG00000030650
ENSMUSG00000030652.11	COQ7	ENSMUSG00000030652
ENSMUSG00000030654.9	ARL6IP1	ENSMUSG00000030654
ENSMUSG00000030655.15	SMG1	ENSMUSG00000030655
ENSMUSG00000030657.11	XYLT1	ENSMUSG00000030657
ENSMUSG00000030659.14	NUCB2	ENSMUSG00000030659
ENSMUSG00000030660.9	PIK3C2A	ENSMUSG00000030660
ENSMUSG00000030662.9	IPO5	ENSMUSG00000030662
ENSMUSG00000030666.11	CALCB	ENSMUSG00000030666
ENSMUSG00000030669.13	CALCA	ENSMUSG00000030669
ENSMUSG00000030670.16	CYP2R1	ENSMUSG00000030670
ENSMUSG00000030671.9	PDE3B	ENSMUSG00000030671
ENSMUSG00000030672.12	MYLPF	ENSMUSG00000030672
ENSMUSG00000030674.5	QPRT	ENSMUSG00000030674
ENSMUSG00000030677.8	KIF22	ENSMUSG00000030677
ENSMUSG00000030681.18	MVP	ENSMUSG00000030681
ENSMUSG00000030682.4	CDIPT	ENSMUSG00000030682
ENSMUSG00000030683.11	SEZ6L2	ENSMUSG00000030683
ENSMUSG00000030685.5	KCTD13	ENSMUSG00000030685
ENSMUSG00000030688.15	STARD10	ENSMUSG00000030688
ENSMUSG00000030689.15	INO80E	ENSMUSG00000030689
ENSMUSG00000030691.15	FCHSD2	ENSMUSG00000030691
ENSMUSG00000030693.10	KLK10	ENSMUSG00000030693
ENSMUSG00000030697.7	PPP4C	ENSMUSG00000030697
ENSMUSG00000030699.16	TBX6	ENSMUSG00000030699
ENSMUSG00000030701.17	PLEKHB1	ENSMUSG00000030701
ENSMUSG00000030703.8	GDPD3	ENSMUSG00000030703
ENSMUSG00000030706.17	MRPL48	ENSMUSG00000030706
ENSMUSG00000030707.15	CORO1A	ENSMUSG00000030707
ENSMUSG00000030708.14	DNAJB13	ENSMUSG00000030708
ENSMUSG00000030713.6	KLK7	ENSMUSG00000030713
ENSMUSG00000030714.14	SGF29	ENSMUSG00000030714
ENSMUSG00000030717.9	NUPR1	ENSMUSG00000030717
ENSMUSG00000030718.9	PPME1	ENSMUSG00000030718
ENSMUSG00000030722.7	NFATC2IP	ENSMUSG00000030722
ENSMUSG00000030724.7	CD19	ENSMUSG00000030724
ENSMUSG00000030725.4	LIPT2	ENSMUSG00000030725
ENSMUSG00000030727.12	RABEP2	ENSMUSG00000030727
ENSMUSG00000030729.17	PGM2L1	ENSMUSG00000030729
ENSMUSG00000030730.12	ATP2A1	ENSMUSG00000030730
ENSMUSG00000030731.13	SYT3	ENSMUSG00000030731
ENSMUSG00000030732.13	CHRDL2	ENSMUSG00000030732
ENSMUSG00000030733.10	SH2B1	ENSMUSG00000030733
ENSMUSG00000030737.17	SLCO2B1	ENSMUSG00000030737
ENSMUSG00000030738.11	EIF3C	ENSMUSG00000030738
ENSMUSG00000030739.18	MYH14	ENSMUSG00000030739
ENSMUSG00000030741.15	SPNS1	ENSMUSG00000030741
ENSMUSG00000030742.7	LAT	ENSMUSG00000030742
ENSMUSG00000030744.13	RPS3	ENSMUSG00000030744
ENSMUSG00000030745.9	IL21R	ENSMUSG00000030745
